As Of Date,Currency,Universe Name,Classification,,,,,,
MIK 7 ⅞ 05/01/29,MICHAELS COS INC,-14.06663376,71.53259384,19.05396654,19.05396654,2.765566969,1548.405614,Corporate,0.099518922
MINAU 8 11/01/27,MINERAL RESOURCE,-9.821986649,101.6826165,7.131617765,6.43589613,0.920776844,252.0874017,Corporate,0.04715906
MINAU 8 ½ 05/01/30,MINERAL RESOURCE,-9.527665649,103.8925642,7.487663642,6.57765968,0.99307016,208.018692,Corporate,0.172885927
MINAU 8 ⅛ 05/01/27,MINERAL RESOURCE,-10.52002229,100.1690177,8.002346928,5.84674213,0.075996903,180.3960415,Corporate,0.029747806
MINAU 9 ¼ 10/01/28,MINERAL RESOURCE,-15.98796819,104.6714238,7.508810548,6.74002974,1.42001072,240.5704984,Corporate,0.083884823
MIWIDO 5 ½ 02/01/30,MIWD HLD/MIWD FI,-7.384939312,97.47253116,6.163829524,6.163829524,2.795628216,224.5121974,Corporate,0.174470779
MIWIDO 6 ¾ 04/01/32,MITR BRDN / MIWD,-10.11717585,102.7352345,6.234492008,5.88520944,3.091146297,170.2821714,Corporate,0.326774918
MLTPLN 11 ½ 12/31/30,MPH ACQUISITION,-8.690283334,102.758407,10.99902066,10.82370084,4.335847604,734.1133172,Corporate,0.226374806
MLTPLN 5 ¾ 12/31/30,MPH ACQUISITION,-10.87403576,86.63732183,8.96896722,8.96896722,4.315801993,529.0215916,Corporate,0.230154973
MLTPLN 6 ¾ 03/31/31,MPH ACQUISITION,-10.55361049,80.5210221,12.59241533,12.59241533,4.412562579,891.9396686,Corporate,0.244913136
MOH 3 ⅞ 05/15/32,MOLINA HEALTHCAR,-11.07046334,90.17439355,5.660701953,5.660701953,5.664102884,186.7883716,Corporate,0.3787321
MOH 3 ⅞ 11/15/30,MOLINA HEALTHCAR,-9.769894436,92.54747163,5.548556242,5.548556242,4.516661266,189.2937097,Corporate,0.242695937
MOH 4 ⅜ 06/15/28,MOLINA HEALTHCAR,-12.01072777,97.84211386,5.220793883,5.220793883,1.997563061,152.115209,Corporate,0.079315463
MOH 6 ¼ 01/15/33,MOLINA HEALTHCAR,-10.87164473,101.1852159,6.046142753,5.93412525,4.224646217,172.0583508,Corporate,0.409458774
MOHEGN 11 ⅞ 04/15/31,MOHEGAN / MS,-10.42191529,105.823207,10.46786606,9.90328162,2.564497013,574.2167417,Corporate,0.204108885
MOHEGN 8 ¼ 04/15/30,MOHEGAN / MS,-11.27101836,103.5576769,7.321406948,7.10792326,2.685673689,320.5756196,Corporate,0.170646244
MORTON 4 ⅞ 05/01/28,SCIH SALT HOLD,-15.75876246,98.2414333,5.597567455,5.597567455,1.784873677,183.7375558,Corporate,0.072011065
MORTON 6 ⅝ 05/01/29,SCIH SALT HOLD,-10.23004231,99.8161763,6.67922376,6.67922376,1.275040559,214.4789999,Corporate,0.12053876
MPEL 5 ¾ 07/21/28,MELCO RESORTS,-11.36131153,99.64952573,5.88159272,5.88159272,0.844695529,150.2876093,Corporate,0.082421243
MPEL 5 ⅜ 12/04/29,MELCO RESORTS,-16.50802211,97.19883003,6.133606492,6.133606492,2.96547891,233.9903488,Corporate,0.162722005
MPEL 5 ⅝ 07/17/27,MELCO RESORTS,-7.223453453,99.9577432,5.644666087,5.644666087,0.809675238,124.4338398,Corporate,0.038832402
MPEL 7 ⅝ 04/17/32,MELCO RESORTS,-10.64070259,104.2903287,6.805532273,6.27299697,2.821896791,205.7535743,Corporate,0.319015317
MPW 3 ½ 03/15/31,MPT OP PTNR/FINL,-18.01869627,72.54459546,10.11835195,10.11835195,4.622473011,643.5709937,Corporate,0.255101476
MPW 4 ⅝ 08/01/29,MPT OP PTNR/FINL,-12.47087565,80.48004595,10.91120876,10.91120876,3.360409753,734.0504308,Corporate,0.135889889
MPW 5 10/15/27,MPT OP PTNR/FINL,-19.51808378,96.1102278,7.023464225,7.023464225,1.82977407,344.8515328,Corporate,0.047140062
MPW 8 ½ 02/15/32,MPT OP PTNR/FINL,-20.88810897,105.6225859,7.384120652,6.99978607,3.42292282,291.0449149,Corporate,0.302360785
MRP 6 ¼ 09/15/32,MILLROSE PROPERT,-2.287716328,99.97223042,6.254763251,6.254763251,4.66361029,216.5257995,Corporate,0.381160502
MRP 6 ⅜ 08/01/30,MILLROSE PROPERT,-10.7665921,101.1239638,6.104137731,6.04465522,3.352079428,219.5348077,Corporate,0.206225543
MTCHII 3 ⅝ 10/01/31,MATCH GROUP II,-7.384939312,91.30035027,5.323346067,5.323346067,4.935321953,154.8556856,Corporate,0.322209712
MTCHII 4 ⅛ 08/01/30,MATCH GROUP II,-7.063704002,94.94658316,5.310557348,5.310557348,3.835599586,157.8556032,Corporate,0.220444714
MTCHII 4 ⅝ 06/01/28,MATCH GROUP II,-7.541215949,98.51338306,5.214357555,5.214357555,1.704946584,139.9704205,Corporate,0.07695592
MTCHII 5 12/15/27,MATCH GROUP II,-6.605292533,99.76097097,5.109429876,5.109429876,0.830284458,92.48644115,Corporate,0.055434275
MTCHII 6 ⅛ 09/15/33,MATCH GROUP II,-10.27779351,101.6978951,5.854756753,5.72807401,4.784062315,151.4791876,Corporate,0.479344818
MTDR 6 ¼ 04/15/33,MATADOR RESOURC,-11.02878957,100.821272,6.112019598,6.0408908,4.375994072,180.7293188,Corporate,0.42558926
MTDR 6 ½ 04/15/32,MATADOR RESOURC,-13.06646328,101.4193151,6.232850981,6.05262702,3.409987715,184.7913336,Corporate,0.333363824
MTDR 6 ⅞ 04/15/28,MATADOR RESOURC,-6.620051993,102.0721072,5.998181582,5.49730493,1.124839392,157.2629334,Corporate,0.067233546
MTN 5 ⅝ 07/15/30,VAIL RESORTS,-7.474364276,101.3428887,5.30446639,5.23182719,3.277579127,139.1527605,Corporate,0.207842402
MTN 6 ½ 05/15/32,VAIL RESORTS,-7.532533914,103.6098545,5.837722987,5.40229418,3.046449746,122.3392164,Corporate,0.34485854
MUSA 3 ¾ 02/15/31,MURPHY OIL USA,-7.252972374,92.8058011,5.290886103,5.290886103,4.47231701,155.4205362,Corporate,0.268468961
MUSA 4 ¾ 09/15/29,MURPHY OIL USA,-6.763305577,98.44930766,5.182643829,5.182643829,2.59065164,132.6385099,Corporate,0.150671318
MXCN 5 ¼ 12/15/29,METHANEX CORP,-10.03730113,99.62870729,5.346244631,5.346244631,3.646164772,172.8503703,Corporate,0.167209156
MXCN 5 ⅛ 10/15/27,METHANEX CORP,-9.765553419,99.60249516,5.325131128,5.325131128,1.681993484,162.5877064,Corporate,0.047923493
MXCN 6 ¼ 03/15/32,METHANEX US OP,-8.778405994,101.6153167,5.947037705,5.92653191,5.013533473,212.7207079,Corporate,0.329236286
NAVCOR 10 ½ 12/15/30,JONES DESLAURIER,-7.593308161,106.4492325,8.930760403,5.46738977,0.314126306,138.5662048,Corporate,0.200399931
NAVCOR 8 ½ 03/15/30,JONES DESLAURIER,-11.17377956,105.7791821,6.984703916,5.2206851,0.722332938,106.4555754,Corporate,0.164650098
NAVI 11 ½ 03/15/31,NAVIENT CORP,-7.46047302,113.2616759,8.441574362,5.8996786,1.573492958,205.7996838,Corporate,0.208096387
NAVI 4 ⅞ 03/15/28,NAVIENT CORP,-7.58549433,98.52185649,5.51233737,5.51233737,2.020884853,185.7968137,Corporate,0.065662104
NAVI 5 03/15/27,NAVIENT CORP,-9.748189348,99.67660981,5.224342998,5.224342998,1.146754384,141.1165196,Corporate,0.027332231
NAVI 5 ½ 03/15/29,NAVIENT CORP,-10.5469366,99.0515314,5.801912114,5.801912114,2.787074432,212.6369132,Corporate,0.116346617
NAVI 7 ⅞ 06/15/32,NAVIENT CORP,-7.604594807,105.4063596,6.85768381,6.76281525,4.887106579,295.0883035,Corporate,0.331190796
NAVI 9 ⅜ 07/25/30,NAVIENT CORP,-7.086277294,110.8400837,6.726525014,6.34697636,3.503690563,271.8818826,Corporate,0.189747586
NBR 7 ⅜ 05/15/27,NABORS INDS INC,-10.399342,101.6824499,6.295912441,4.81711717,0.656748165,97.71288583,Corporate,0.031798902
NBR 8 ⅞ 08/15/31,NABORS INDS INC,-7.960558259,91.00084758,10.97608933,10.97608933,4.10125982,715.1886221,Corporate,0.24585503
NBR 9 ⅛ 01/31/30,NABORS INDS INC,-9.545029719,103.217816,8.232216138,7.79069305,2.129586846,374.9435477,Corporate,0.156961374
NCLH 5 ⅞ 01/15/31,NCL CORP,-7.414458232,100.125,5.84943184,5.8442481,3.712938888,192.8600538,Corporate,0.243792115
NCLH 5 ⅞ 02/15/27,NCL CORP,-15.60595863,100.3967723,53.6932254,53.6932254,0.469742719,91.24175898,Corporate,6.57263E-05
NCLH 6 ¼ 09/15/33,NCL CORP,-3.711570134,100.625,6.149942403,6.10305462,4.876173359,185.8345936,Corporate,0.473957697
NCLH 6 ¾ 02/01/32,NCL CORP,-26.29614882,102.875,6.19673641,5.99350121,3.731911261,194.300483,Corporate,0.32020337
NCLH 6 ⅛ 03/15/28,NCL FIN LTD,-7.720934082,102.0302847,5.251880518,5.16681171,2.094649399,158.5159373,Corporate,0.064552394
NCLH 7 ¾ 02/15/29,NCL CORP,-9.161283755,107.0053993,5.480183364,5.32802133,2.844191938,176.881255,Corporate,0.110361326
NCLH 8 ⅛ 01/15/29,NCL CORP,-12.21041459,105.1762021,6.378643301,7.635020989,0.4225758,53.48565967,Corporate,0.103330745
NCRATL 9 ½ 04/01/29,NCR ATLEOS LLC,-21.89262047,108.4827382,6.774633266,5.54949127,1.200023627,161.8649439,Corporate,0.108922013
NCX 4 ¼ 05/15/29,NOVA CHEMICALS,-8.366877516,96.33827987,5.357449707,5.357449707,2.768624339,167.4421233,Government-Related,0.131400872
NCX 5 ¼ 06/01/27,NOVA CHEMICALS,-14.38352805,100.1783909,5.135563246,5.12297681,1.466868426,142.128494,Government-Related,0.034459603
NCX 7 12/01/31,NOVA CHEMICALS,-5.846482639,105.0294854,6.016859343,5.64218851,3.269351481,157.9793562,Government-Related,0.301897943
NCX 8 ½ 11/15/28,NOVA CHEMICALS,-6.086975019,104.8886723,6.760264701,4.61204081,0.183298185,54.93342723,Government-Related,0.092542692
NCX 9 02/15/30,NOVA CHEMICALS,-11.94213969,107.2745238,7.057015743,5.63580595,1.245224389,153.9360796,Government-Related,0.163112587
NEFINA 8 04/15/30,NOBLE FIN II LLC,-21.91345735,103.0543579,7.204837754,6.69485269,1.91306068,261.0989608,Corporate,0.172109317
NFE 12 11/15/29,NFE FINANCING,-33.74020845,27.43031938,62.30987184,62.30987184,1.747861273,5862.311286,Corporate,0.052300781
NFE 6 ½ 09/30/26,NEW FORTRESS,-5.499201223,17.46752109,281.1335847,281.1335847,0.366636565,27764.23239,Corporate,0.002315837
NGL 8 ⅛ 02/15/29,NGL EN OP/FIN,-13.26094087,102.8133928,7.25571463,6.91569999,1.77825243,298.5614289,Corporate,0.106065108
NGL 8 ⅜ 02/15/32,NGL EN OP/FIN,-19.08745483,102.2857388,7.995520632,7.682748853,3.059930413,341.8988785,Corporate,0.295929543
NLSN 9.29 04/15/29,NEPTUNE BIDCO US,-37.39613108,98.12470009,9.916539038,9.916539038,2.329254642,600.8003781,Corporate,0.106895003
NOG 8 ¾ 06/15/31,NORTHERN OIL,-7.425744878,101.1053237,8.498420689,8.28523743,2.767814594,398.1630716,Corporate,0.243256257
NOG 8 ⅛ 03/01/28,NORTHERN OIL,-11.61048594,100.9637331,7.688342217,6.02577587,0.539542301,206.1830217,Corporate,0.061481943
NOVHOL 6 ¾ 04/15/32,CLYDESDALE ACQUI,-20.88376795,102.9965633,6.188081989,5.99227351,3.856238646,194.1947635,Corporate,0.330243907
NOVHOL 6 ⅝ 04/15/29,CLYDESDALE ACQUI,-7.426613082,101.4914509,6.154005811,5.63073566,1.432687217,161.7014772,Corporate,0.118391869
NOVHOL 6 ⅞ 01/15/30,CLYDESDALE ACQUI,-7.352815781,103.134092,6.041599967,5.66371194,2.034735281,167.3559801,Corporate,0.166081482
NOVHOL 8 ¾ 04/15/30,CLYDESDALE ACQUI,-15.58251714,103.0328634,7.946050876,6.70837255,1.086083833,237.6975022,Corporate,0.167267607
NRG 3 ⅜ 02/15/29,NRG ENERGY INC,-7.746111984,95.20134237,4.911226148,4.911226148,2.913400822,131.0393596,Corporate,0.119768575
NRG 3 ⅝ 02/15/31,NRG ENERGY INC,-15.11629184,92.85128481,5.150227791,5.150227791,4.488045924,141.3087736,Corporate,0.269988521
NRG 3 ⅞ 02/15/32,NRG ENERGY INC,-7.391016737,92.82926566,5.200697233,5.200697233,5.093748435,135.3336676,Corporate,0.360677635
NRG 5 ¼ 06/15/29,NRG ENERGY INC,-10.6441754,99.75260002,5.320851489,5.320851489,2.026848337,125.3756479,Corporate,0.134409567
NRG 5 ¾ 01/15/28,NRG ENERGY INC,-9.80028156,100.2774585,5.618291064,4.89434429,0.478148653,75.95232602,Corporate,0.058403068
NRG 5 ¾ 07/15/29,NRG ENERGY INC,-12.17221363,100.500663,5.60107215,5.12915897,1.282101794,93.62625966,Corporate,0.138365004
NRG 6 02/01/33,NRG ENERGY INC,-13.50837888,101.8261987,5.692679943,5.50125584,4.046671803,127.8831348,Corporate,0.421311018
NRG 6 ¼ 11/01/34,NRG ENERGY INC,-13.90254329,103.0997434,5.806912123,5.64403051,5.405088801,140.5337535,Corporate,0.580797619
NSANY 1.85 09/16/26,NISSAN MOTOR ACC,-8.900822693,96.38349572,5.557418873,5.557418873,0.974971929,180.4150032,Corporate,0.01436122
NSANY 2 ¾ 03/09/28,NISSAN MOTOR ACC,-8.718499949,93.34938504,5.642528606,5.642528606,2.35255296,211.1773664,Corporate,0.068172942
NSANY 4.345 09/17/27,NISSAN MOTOR CO,-36.47062611,97.85899343,5.478785463,5.478785463,1.822625369,190.7308554,Corporate,0.045153803
NSANY 4.81 09/17/30,NISSAN MOTOR CO,-35.80992321,93.45778644,6.352274066,6.352274066,4.220339243,270.8760533,Corporate,0.219110354
NSANY 5.3 09/13/27,NISSAN MOTOR ACC,-6.106943701,99.78693802,5.413077962,5.413077962,1.830445269,185.8215366,Corporate,0.044161102
NSANY 7 ½ 07/17/30,NISSAN MOTOR CO,-14.84280772,104.7349001,6.348067562,6.33276946,3.9729811,270.7185304,Corporate,0.196778653
NSANY 7 ¾ 07/17/32,NISSAN MOTOR CO,-11.0609131,105.2228969,6.781964295,6.76519607,5.215394522,296.6630183,Corporate,0.343907854
NSANY 7.05 09/15/28,NISSAN MOTOR ACC,-9.92530287,104.0104101,5.585287417,5.55000787,2.561299409,201.0833951,Corporate,0.086723316
NSANY 8 ⅛ 07/17/35,NISSAN MOTOR CO,-17.47346445,106.5156491,7.188617017,7.17367934,6.742925033,314.8450063,Corporate,0.593835687
NSUS 5 ⅝ 04/28/27,NUSTAR LOGISTICS,-7.872001498,100.6382106,5.20776275,5.14214035,1.352775857,143.9647702,Corporate,0.031045221
NSUS 6 ⅜ 10/01/30,NUSTAR LOGISTICS,-8.3139171,103.7343104,5.517836502,5.43790857,3.981026881,176.6610692,Corporate,0.215703526
NWL 6 ⅜ 05/15/30,NEWELL BRANDS I,-10.89508622,99.7448006,6.436088119,6.436088119,3.829252372,278.8000202,Corporate,0.187624499
NWL 6 ⅜ 09/15/27,NEWELL BRANDS I,-8.182818365,101.8902111,5.371585896,5.24406399,1.649724747,162.4657476,Corporate,0.043775836
NWL 6 ⅝ 05/15/32,NEWELL BRANDS I,-7.26425902,99.21753805,6.770138394,6.770138394,5.170197074,296.8918114,Corporate,0.337342557
NWL 6 ⅝ 09/15/29,NEWELL BRANDS I,-7.267731834,101.3744448,6.23228986,6.21248413,3.276255533,260.3545809,Corporate,0.142220902
NWL 8 ½ 06/01/28,NEWELL BRANDS I,-18.52051792,105.9711435,6.081584421,5.8706763,2.199208933,230.4479856,Corporate,0.071820417
NXST 4 ¾ 11/01/28,NEXSTAR BROADC,-14.17168638,98.22903917,5.367840846,5.367840846,1.919136206,152.9812199,Corporate,0.098164974
NXST 5 ⅝ 07/15/27,NEXSTAR ESCROW,-22.50991318,99.87077802,5.694855716,5.694855716,0.465413043,133.0177132,Corporate,0.038605125
OGN 4 ⅛ 04/30/28,ORGANON & CO/ORG,-29.67085598,96.61202932,5.519916746,5.519916746,2.196468802,192.9132126,Corporate,0.072709498
OGN 5 ⅛ 04/30/31,ORGANON & CO/ORG,-28.49183557,87.49220547,7.915538004,7.915538004,4.523930472,420.6675,Corporate,0.260318818
OGN 6 ¾ 05/15/34,ORGANON & CO/ORG,-6.855335152,96.16909586,7.352613526,7.352613526,5.49598428,319.4284619,Corporate,0.505299858
OGN 7 ⅞ 05/15/34,ORGANON & CO/ORG,-7.507356011,93.87919031,8.898682922,8.898682922,5.345454099,478.0855496,Corporate,0.465153024
OI 4 ¾ 02/15/30,OI EUROPEAN GRP,-5.876001559,95.21166221,5.995583678,5.995583678,3.337097406,225.7906162,Corporate,0.180939413
OI 6 ⅝ 05/13/27,OWENS-BROCKWAY,-8.517944932,100.0000554,6.617327758,6.48702317,0.672959141,213.5190193,Corporate,0.031742858
OI 7 ¼ 05/15/31,OWENS-BROCKWAY,-9.995627357,101.5846752,6.904960978,6.58980611,2.567699333,239.0859994,Corporate,0.252570196
OLN 5 02/01/30,OLIN CORP,-8.016123285,97.86100102,5.554065434,5.554065434,2.652249469,161.6101621,Corporate,0.17787609
OLN 5 ⅝ 08/01/29,OLIN CORP,-9.510301578,100.1275215,5.586189454,5.54938175,1.995029853,144.510722,Corporate,0.142023293
OLN 6 ⅝ 04/01/33,OLIN CORP,-8.45630248,100.801571,6.488026809,6.41770865,4.313909059,217.8315402,Corporate,0.410907633
OMF 3 ½ 01/15/27,ONEMAIN FINANCE,-10.41931068,98.03083741,5.026403278,5.026403278,1.259887588,133.4631016,Corporate,0.023033257
OMF 3 ⅞ 09/15/28,ONEMAIN FINANCE,-9.037130649,96.0585048,5.307143995,5.307143995,2.495389828,171.9937475,Corporate,0.092307
OMF 4 09/15/30,ONEMAIN FINANCE,-11.96471299,92.69845843,5.69434944,5.69434944,4.104520418,201.1100167,Corporate,0.22620735
OMF 5 ⅜ 11/15/29,SPRINGLEAF FIN,-11.21632153,99.41981508,5.53004719,5.53004719,3.467947816,187.4635151,Corporate,0.160007315
OMF 6 ½ 03/15/33,ONEMAIN FINANCE,-3.889551859,100.2815225,6.452127444,6.43332961,4.715709472,225.2210523,Corporate,0.420370261
OMF 6 ¾ 03/15/32,ONEMAIN FINANCE,-8.839180241,102.5024047,6.275788738,6.10697344,3.825568086,205.7258236,Corporate,0.321874161
OMF 6 ⅛ 05/15/30,ONEMAIN FINANCE,-10.73360037,101.5514802,5.743512497,5.70399724,3.806330877,203.4483029,Corporate,0.193408585
OMF 6 ⅝ 01/15/28,SPRINGLEAF FIN,-11.0374716,102.5425536,5.451979072,5.15915325,1.790321842,153.5277312,Corporate,0.057896968
OMF 6 ⅝ 05/15/29,ONEMAIN FINANCE,-13.16283387,103.1384485,5.665069619,5.53171601,2.917993724,192.3345205,Corporate,0.124649141
OMF 7 ½ 05/15/31,ONEMAIN FINANCE,-11.02705316,104.9947158,6.433468665,5.96458227,2.661168732,186.9781635,Corporate,0.252984035
OMF 7 ⅛ 09/15/32,ONEMAIN FINANCE,-11.44726368,103.8684355,6.43106879,6.17771552,3.972669497,207.9628928,Corporate,0.364047311
OMF 7 ⅛ 11/15/31,ONEMAIN FINANCE,-10.73533677,103.9898696,6.332323124,5.97064046,3.123456881,188.2218227,Corporate,0.294635579
OMF 7 ⅞ 03/15/30,ONEMAIN FINANCE,-10.23177872,106.0470407,6.314058958,5.81706133,1.845101215,161.4018328,Corporate,0.168746183
OMI 4 ½ 03/31/29,OWENS & MINOR,-6.706004143,84.83781209,9.635651717,9.635651717,3.073384454,608.2470738,Corporate,0.116062061
OMI 6 ⅝ 04/01/30,OWENS & MINOR,-7.733088931,86.41698586,10.44342326,10.44342326,3.573028951,681.9214614,Corporate,0.166531236
OPALBD 6 ½ 03/31/32,OPAL BIDCO,-16.31180811,101.9938718,6.125381897,5.99238297,3.961105533,194.5545843,Corporate,0.330557515
OPI 3 ¼ 03/15/27,OFFICE PPTY INCO,-7.228662675,82.6971383,21.29977698,21.29977698,,,Corporate,0.024892124
OPI 9 09/30/29,OFFICE PPTY INCO,-7.354552188,68.56795535,20.85084793,20.85084793,2.864284161,1725.157251,Corporate,0.110506278
OTEXCN 3 ⅞ 02/15/28,OPEN TEXT CORP,-12.9006364,97.40792568,5.019881499,5.019881499,2.003548686,139.746602,Corporate,0.064252395
OTEXCN 3 ⅞ 12/01/29,OPEN TEXT CORP,-12.71223623,94.61082749,5.314214519,5.314214519,3.393065252,165.3601203,Corporate,0.169821171
OTEXCN 4 ⅛ 02/15/30,OPEN TEXT INC,-13.09077298,94.89498851,5.436220843,5.436220843,3.595105231,175.2780869,Corporate,0.184933496
OTEXCN 4 ⅛ 12/01/31,OPEN TEXT INC,-9.790731321,92.69263537,5.527024148,5.527024148,4.834971792,169.2530242,Corporate,0.333204537
OUT 4 ¼ 01/15/29,OUTFRONT MEDIA C,-7.737429949,96.27514054,5.481147033,5.481147033,2.635536928,183.4583807,Corporate,0.111622132
OUT 4 ⅝ 03/15/30,OUTFRONT MEDIA C,-7.461341223,95.9838573,5.64510688,5.64510688,3.385603448,191.4617322,Corporate,0.184730628
OUT 5 08/15/27,OUTFRONT MEDIA C,-8.971147179,99.36455665,5.348643475,5.348643475,1.043005869,140.1266292,Corporate,0.042276273
OUT 7 ⅜ 02/15/31,OUTFRONT MEDIA C,-6.756359949,105.9151354,6.079163192,5.20391805,1.769045285,94.53868548,Corporate,0.236974556
PARA 6 ¼ 02/28/57,PARAMOUNT GLOB,-9.379202843,98.16698444,8.690372118,7.59155797,1.262406822,349.3109833,Corporate,0.025613447
PARA 6 ⅜ 03/30/62,PARAMOUNT GLOB,-14.18297303,99.81675574,7.480272854,6.49728696,1.418572863,287.5988959,Corporate,0.027918082
PBFENE 6 02/15/28,PBF HOLDING CO,-11.93866688,98.83295789,6.52441498,6.52441498,1.375451985,256.8516769,Corporate,0.061603019
PBFENE 7 ⅞ 09/15/30,PBF HOLDING CO,-8.340831409,98.29303061,8.297539678,8.297539678,3.127671048,431.6774397,Corporate,0.19483654
PBFENE 9 ⅞ 03/15/30,PBF HOLDING CO,-11.4524729,102.7948582,9.105297394,8.9298668,2.677956088,502.8296655,Corporate,0.154439451
PBH 3 ¾ 04/01/31,PRESTIGE BRANDS,-8.66727594,93.00539729,5.215295294,5.215295294,4.470153262,146.8112775,Corporate,0.275943715
PBH 5 ⅛ 01/15/28,PRESTIGE BRANDS,-5.638981993,99.5692569,5.319364514,5.319364514,0.942871562,120.1088314,Corporate,0.05904285
PCG 5 07/01/28,PG&E CORP,-14.22291039,99.25329492,5.286620612,5.286620612,1.551536917,129.6720289,Corporate,0.080914358
PCG 5 ¼ 07/01/30,PG&E CORP,-15.01297561,98.36816933,5.64013462,5.64013462,3.103234318,172.1355522,Corporate,0.205934141
PCG 7 ⅜ 03/15/55,PG&E CORP,-21.34131122,100.5792199,7.40687372,7.21761564,3.594758636,357.3144967,Corporate,0.168368961
PETM 10 09/15/33,PETSMART LLC/PE,-10.53912277,98.35633633,10.29985388,10.29985388,4.480929903,601.5130839,Corporate,0.381415586
PETM 7 ½ 09/15/32,PETSMART LLC/PE,-28.29475337,99.2579014,7.635014292,7.635014292,4.527925437,354.7316618,Corporate,0.355926406
PFGC 4 ¼ 08/01/29,PERFORMANCE FOOD,-14.5424093,97.05315383,5.093012294,5.093012294,2.725196409,133.0785483,Corporate,0.146940269
PFGC 5 ½ 10/15/27,PERFORMANCE FOOD,-14.13174902,99.90610919,5.545017786,5.545017786,0.857501209,116.2487597,Corporate,0.047575039
PFGC 6 ⅛ 09/15/32,PERFORMANCE FOOD,-14.38700086,102.5972238,5.670830833,5.39636775,3.621071217,123.390272,Corporate,0.376197328
PFSI 4 ¼ 02/15/29,PENNYMAC FIN SVC,-9.703910967,96.89185648,5.250819785,5.250819785,2.557898264,155.4833341,Corporate,0.117392027
PFSI 5 ¾ 09/15/31,PENNYMAC FIN SVC,-7.829459524,98.96147188,5.957771711,5.957771711,3.59900397,189.520224,Corporate,0.292283647
PFSI 6 ¾ 02/15/34,PENNYMAC FIN SVC,-9.354024941,101.4707594,6.51922901,6.39562201,4.707944905,208.9488674,Corporate,0.500678477
PFSI 6 ⅞ 02/15/33,PENNYMAC FIN SVC,-12.6054472,102.9455166,6.37013973,6.10458543,3.992462813,190.2630623,Corporate,0.408346771
PFSI 6 ⅞ 05/15/32,PENNYMAC FIN SVC,-12.40576038,103.3782385,6.246213124,6.03250861,3.880176485,198.0115513,Corporate,0.337784103
PFSI 7 ⅛ 11/15/30,PENNYMAC FIN SVC,-9.567603012,104.2432049,6.153186624,5.6448739,2.156738011,151.4197882,Corporate,0.219858495
PFSI 7 ⅞ 12/15/29,PENNYMAC FIN SVC,-11.04094442,106.4105681,6.139348222,5.59018248,1.753957131,142.4307822,Corporate,0.156342703
PIKE 5 ½ 09/01/28,PIKE CORP,-7.829459524,99.88441423,5.542021435,5.542021435,0.97776695,97.96947015,Corporate,0.089455407
PIKE 8 ⅝ 01/31/31,PIKE CORP,-5.833459586,107.2913312,6.975695975,6.08531824,1.971930387,182.5273555,Corporate,0.227050958
PK 4 ⅞ 05/15/29,PARK INTERMED HL,-10.94804664,97.44530406,5.651126583,5.651126583,2.401895095,184.5823875,Corporate,0.129184251
PK 5 ⅞ 10/01/28,PARK INTERMED HL,-9.853241976,99.9835327,5.879368044,5.879368044,1.022183386,118.3746847,Corporate,0.090725432
PK 7 02/01/30,PARK INTERMED HL,-8.005704843,103.3164524,6.124929501,5.73584249,2.051404892,173.6603191,Corporate,0.169000256
PKICN 4 ½ 10/01/29,PARKLAND CORP,-22.59673354,97.69064417,5.136850272,5.136850272,2.585006821,129.0881264,Corporate,0.154929574
PKICN 4 ⅝ 05/01/30,PARKLAND CORP,-23.3485978,97.90835574,5.135740217,5.135740217,2.927265805,121.7556713,Corporate,0.196561857
PKICN 5 ⅞ 07/15/27,PARKLAND CORP,-10.26303405,100.0200132,5.858210995,5.57540185,0.494309567,138.2737372,Corporate,0.038448955
PKICN 6 ⅝ 08/15/32,PARKLAND CORP,-13.57175774,103.1375833,6.062745743,5.72072141,3.493482507,154.9019185,Corporate,0.369308182
POST 4 ½ 09/15/31,POST HOLDINGS IN,-14.76901042,93.59665383,5.775325536,5.775325536,4.556746095,196.2850836,Corporate,0.305595783
POST 4 ⅝ 04/15/30,POST HOLDINGS IN,-20.88637256,96.68477182,5.448737276,5.448737276,3.32089248,167.4488133,Corporate,0.191931743
POST 5 ½ 12/15/29,POST HOLDINGS IN,-17.32847446,99.87165926,5.531710195,5.531710195,2.284823934,144.6710961,Corporate,0.165855041
POST 6 ¼ 02/15/32,POST HOLDINGS IN,-14.77942886,102.775734,5.726930845,5.35199174,2.961882575,118.0737579,Corporate,0.331628602
POST 6 ¼ 10/15/34,POST HOLDINGS IN,-8.338226799,101.1306128,6.085260856,6.05040774,5.537533576,177.9851858,Corporate,0.570362309
POST 6 ⅜ 03/01/33,POST HOLDINGS IN,-17.72177066,101.4072845,6.137052202,5.97141815,3.946669198,168.7934226,Corporate,0.422343791
POWSOL 6 ¾ 02/15/30,CLARIOS GLOBAL,-14.5441457,103.2177767,5.912314742,5.70218871,2.604640286,180.3254824,Corporate,0.173339654
POWSOL 6 ¾ 05/15/28,CLARIOS GLOBAL,-10.62160211,102.2624138,5.821655808,5.31845788,1.14501486,138.12187,Corporate,0.07169859
POWSOL 6 ¾ 09/15/32,CLARIOS GLOBAL,-3.47281416,101.670774,6.449836468,6.35529519,4.441422686,228.4748584,Corporate,0.37422091
